Id_de_sentencia,IdVictima,TipoPersona,TipoVictima,Sexo,FchVictimizanteIni,FchVictimizanteFin,ViolaciónDerechoHumano
11036,11952,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
18467,19711,Persona Jurídica,,Se desconoce,14/08/2018 12:00:00 a. m.,14/08/2018 12:00:00 a. m.,No
18663,19905,Persona Jurídica,,Se desconoce,02/08/2018 12:00:00 a. m.,02/08/2018 12:00:00 a. m.,No
14763,15546,Persona Jurídica,,Se desconoce,02/08/2018 12:00:00 a. m.,02/08/2018 12:00:00 a. m.,No
18122,19346,Persona Jurídica,,Se desconoce,02/08/2018 12:00:00 a. m.,02/08/2018 12:00:00 a. m.,No
14660,15428,Persona Jurídica,,Se desconoce,03/08/2018 12:00:00 a. m.,03/08/2018 12:00:00 a. m.,No
14193,14951,Persona Jurídica,,Se desconoce,04/08/2018 12:00:00 a. m.,04/08/2018 12:00:00 a. m.,No
12753,13665,Persona Jurídica,,Se desconoce,08/06/2017 12:00:00 a. m.,08/06/2017 12:00:00 a. m.,No
14431,15178,Persona Jurídica,,Se desconoce,04/08/2018 12:00:00 a. m.,04/08/2018 12:00:00 a. m.,No
12924,13810,Persona Jurídica,,Se desconoce,04/08/2018 12:00:00 a. m.,04/08/2018 12:00:00 a. m.,No
17307,18243,Persona Jurídica,,Se desconoce,04/08/2018 12:00:00 a. m.,04/08/2018 12:00:00 a. m.,No
19660,20959,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
13972,14765,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
17975,19148,Persona Jurídica,,Se desconoce,06/08/2018 12:00:00 a. m.,06/08/2018 12:00:00 a. m.,No
11042,11958,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
13855,14670,Persona Jurídica,,Se desconoce,18/07/2018 12:00:00 a. m.,18/07/2018 12:00:00 a. m.,No
13859,14674,Persona Jurídica,,Se desconoce,01/07/2018 12:00:00 a. m.,01/07/2018 12:00:00 a. m.,No
16607,17460,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15610,16444,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
14245,14991,Persona Jurídica,,Se desconoce,07/08/2018 12:00:00 a. m.,07/08/2018 12:00:00 a. m.,No
14250,14996,Persona Jurídica,,Se desconoce,07/08/2018 12:00:00 a. m.,07/08/2018 12:00:00 a. m.,No
10725,11638,Persona Jurídica,,Se desconoce,04/08/2018 12:00:00 a. m.,04/08/2018 12:00:00 a. m.,No
12751,13663,Persona Jurídica,,Se desconoce,07/08/2018 12:00:00 a. m.,07/08/2018 12:00:00 a. m.,No
10349,11306,Persona Jurídica,,Se desconoce,07/08/2018 12:00:00 a. m.,07/08/2018 12:00:00 a. m.,No
21734,22962,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15094,18868,Persona Jurídica,,Se desconoce,07/08/2018 12:00:00 a. m.,07/08/2018 12:00:00 a. m.,No
11056,11966,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
13864,14677,Persona Jurídica,,Se desconoce,04/08/2018 12:00:00 a. m.,04/08/2018 12:00:00 a. m.,No
24517,25789,Persona Jurídica,,Se desconoce,08/08/2018 12:00:00 a. m.,07/11/2018 12:00:00 a. m.,No
17783,18913,Persona Jurídica,,Se desconoce,08/08/2018 12:00:00 a. m.,08/08/2018 12:00:00 a. m.,No
24518,25790,Persona Jurídica,,Se desconoce,08/08/2018 12:00:00 a. m.,09/11/2018 12:00:00 a. m.,No
12747,13661,Persona Jurídica,,Se desconoce,02/08/2018 12:00:00 a. m.,02/08/2018 12:00:00 a. m.,No
17779,18855,Persona Jurídica,,Se desconoce,08/03/2017 12:00:00 a. m.,08/03/2017 12:00:00 a. m.,No
15705,16555,Persona Jurídica,,Se desconoce,14/05/2018 12:00:00 a. m.,14/05/2018 12:00:00 a. m.,No
24148,25423,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
12746,13660,Persona Jurídica,,Se desconoce,18/12/2016 12:00:00 a. m.,18/12/2016 12:00:00 a. m.,No
13865,14682,Persona Jurídica,,Se desconoce,08/08/2018 12:00:00 a. m.,08/08/2018 12:00:00 a. m.,No
22935,24112,Persona Jurídica,,Se desconoce,08/08/2018 12:00:00 a. m.,08/08/2018 12:00:00 a. m.,No
17939,19107,Persona Jurídica,,Se desconoce,02/04/2016 12:00:00 a. m.,02/04/2016 12:00:00 a. m.,No
13421,14258,Persona Jurídica,,Se desconoce,08/08/2018 12:00:00 a. m.,08/08/2018 12:00:00 a. m.,No
21735,22963,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
16931,17808,Persona Jurídica,,Se desconoce,09/08/2018 12:00:00 a. m.,09/08/2018 12:00:00 a. m.,No
17775,19183,Persona Jurídica,,Se desconoce,10/08/2018 12:00:00 a. m.,10/08/2018 12:00:00 a. m.,No
24698,26032,Persona Jurídica,,Se desconoce,09/08/2018 12:00:00 a. m.,16/07/2019 12:00:00 a. m.,No
14420,15244,Persona Jurídica,,Se desconoce,09/08/2018 12:00:00 a. m.,09/08/2018 12:00:00 a. m.,No
15546,19643,Persona Jurídica,,Se desconoce,10/08/2018 12:00:00 a. m.,10/08/2018 12:00:00 a. m.,No
16884,17771,Persona Jurídica,,Se desconoce,10/08/2018 12:00:00 a. m.,10/08/2018 12:00:00 a. m.,No
14097,16153,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
14715,15489,Persona Jurídica,,Se desconoce,10/08/2018 12:00:00 a. m.,10/08/2018 12:00:00 a. m.,No
11285,12189,Persona Jurídica,,Se desconoce,11/08/2018 12:00:00 a. m.,11/08/2018 12:00:00 a. m.,No
17798,18888,Persona Jurídica,,Se desconoce,01/08/2018 12:00:00 a. m.,01/08/2018 12:00:00 a. m.,No
11287,12193,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
16419,17276,Persona Jurídica,,Se desconoce,11/08/2018 12:00:00 a. m.,11/08/2018 12:00:00 a. m.,No
21736,22964,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
14731,19196,Persona Jurídica,,Se desconoce,17/12/2016 12:00:00 a. m.,17/12/2016 12:00:00 a. m.,No
15726,16562,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
21737,22966,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
18490,19732,Persona Jurídica,,Se desconoce,18/07/2018 12:00:00 a. m.,18/07/2018 12:00:00 a. m.,No
14708,15470,Persona Jurídica,,Se desconoce,26/03/2018 12:00:00 a. m.,26/03/2018 12:00:00 a. m.,No
15662,16498,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15441,16291,Persona Jurídica,,Se desconoce,08/08/2018 12:00:00 a. m.,08/08/2018 12:00:00 a. m.,No
13866,14683,Persona Jurídica,,Se desconoce,26/06/2018 12:00:00 a. m.,26/06/2018 12:00:00 a. m.,No
13577,14399,Persona Jurídica,,Se desconoce,13/08/2018 12:00:00 a. m.,13/08/2018 12:00:00 a. m.,No
22441,23705,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
13867,14684,Persona Jurídica,,Se desconoce,14/08/2018 12:00:00 a. m.,14/08/2018 12:00:00 a. m.,No
17967,19139,Persona Jurídica,,Se desconoce,11/12/2015 12:00:00 a. m.,11/12/2015 12:00:00 a. m.,No
13450,14282,Persona Jurídica,,Se desconoce,14/08/2018 12:00:00 a. m.,14/08/2018 12:00:00 a. m.,No
14880,15676,Persona Jurídica,,Se desconoce,11/04/2018 12:00:00 a. m.,11/04/2018 12:00:00 a. m.,No
17770,18850,Persona Jurídica,,Se desconoce,19/07/2016 12:00:00 a. m.,19/07/2016 12:00:00 a. m.,No
21738,22967,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15940,16785,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
14876,15673,Persona Jurídica,,Se desconoce,28/04/2017 12:00:00 a. m.,28/04/2017 12:00:00 a. m.,No
17322,18264,Persona Jurídica,,Se desconoce,14/08/2018 12:00:00 a. m.,14/08/2018 12:00:00 a. m.,No
11098,12008,Persona Jurídica,,Se desconoce,14/08/2018 12:00:00 a. m.,14/08/2018 12:00:00 a. m.,No
13872,14687,Persona Jurídica,,Se desconoce,15/08/2018 12:00:00 a. m.,15/08/2018 12:00:00 a. m.,No
14630,15389,Persona Jurídica,,Se desconoce,15/05/2018 12:00:00 a. m.,15/08/2018 12:00:00 a. m.,No
17954,19124,Persona Jurídica,,Se desconoce,20/03/2014 12:00:00 a. m.,20/03/2014 12:00:00 a. m.,No
12929,13826,Persona Jurídica,,Se desconoce,15/04/2018 12:00:00 a. m.,15/04/2018 12:00:00 a. m.,No
23173,24372,Persona Jurídica,,Se desconoce,27/07/2017 12:00:00 a. m.,27/07/2017 12:00:00 a. m.,No
18534,19773,Persona Jurídica,,Se desconoce,08/07/2018 12:00:00 a. m.,08/07/2018 12:00:00 a. m.,No
16192,17064,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
24699,26033,Persona Jurídica,,Se desconoce,15/08/2018 12:00:00 a. m.,24/06/2019 12:00:00 a. m.,No
18586,19824,Persona Jurídica,,Se desconoce,16/08/2018 12:00:00 a. m.,16/08/2018 12:00:00 a. m.,No
24133,25407,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
10279,11238,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
10279,11239,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
10883,11806,Persona Jurídica,,Se desconoce,16/08/2018 12:00:00 a. m.,16/08/2018 12:00:00 a. m.,No
14825,15614,Persona Jurídica,,Se desconoce,16/08/2018 12:00:00 a. m.,16/08/2018 12:00:00 a. m.,No
13891,19095,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
17273,18205,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11640,12532,Persona Jurídica,,Se desconoce,17/08/2018 12:00:00 a. m.,17/08/2018 12:00:00 a. m.,No
10441,18455,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15951,16799,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
14820,15606,Persona Jurídica,,Se desconoce,17/08/2018 12:00:00 a. m.,17/08/2018 12:00:00 a. m.,No
18536,19775,Persona Jurídica,,Se desconoce,17/08/2018 12:00:00 a. m.,17/08/2018 12:00:00 a. m.,No
15591,16429,Persona Jurídica,,Se desconoce,18/08/2018 12:00:00 a. m.,18/08/2018 12:00:00 a. m.,No
15905,16749,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
13875,14688,Persona Jurídica,,Se desconoce,18/08/2018 12:00:00 a. m.,18/08/2018 12:00:00 a. m.,No
18310,19552,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15289,16106,Persona Jurídica,,Se desconoce,18/08/2018 12:00:00 a. m.,18/08/2018 12:00:00 a. m.,No
11066,11973,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11072,11982,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11078,11986,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11070,11979,Persona Jurídica,,Se desconoce,19/08/2018 12:00:00 a. m.,19/08/2018 12:00:00 a. m.,No
24130,25405,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
18065,19276,Persona Jurídica,,Se desconoce,19/08/2018 12:00:00 a. m.,19/08/2018 12:00:00 a. m.,No
13148,14009,Persona Jurídica,,Se desconoce,19/08/2018 12:00:00 a. m.,19/08/2018 12:00:00 a. m.,No
24128,25403,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
24126,25401,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15879,16722,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
13614,14432,Persona Jurídica,,Se desconoce,31/07/2018 12:00:00 a. m.,31/07/2018 12:00:00 a. m.,No
23607,24879,Persona Jurídica,,Se desconoce,21/08/2018 12:00:00 a. m.,21/08/2018 12:00:00 a. m.,No
18700,19941,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11662,12553,Persona Jurídica,,Se desconoce,25/07/2018 12:00:00 a. m.,25/07/2018 12:00:00 a. m.,No
19989,21291,Persona Jurídica,,Se desconoce,18/08/2018 12:00:00 a. m.,18/08/2018 12:00:00 a. m.,No
15173,15993,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
10321,11277,Persona Jurídica,,Se desconoce,22/08/2018 12:00:00 a. m.,22/08/2018 12:00:00 a. m.,No
18537,19776,Persona Jurídica,,Se desconoce,10/08/2018 12:00:00 a. m.,10/08/2018 12:00:00 a. m.,No
13878,14689,Persona Jurídica,,Se desconoce,31/07/2018 12:00:00 a. m.,31/07/2018 12:00:00 a. m.,No
15458,16297,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
13327,14160,Persona Jurídica,,Se desconoce,02/08/2018 12:00:00 a. m.,02/08/2018 12:00:00 a. m.,No
18538,19777,Persona Jurídica,,Se desconoce,22/08/2018 12:00:00 a. m.,22/08/2018 12:00:00 a. m.,No
15781,16621,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15459,16298,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
14273,15018,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11081,11989,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
12297,13208,Persona Jurídica,,Se desconoce,23/08/2018 12:00:00 a. m.,23/08/2018 12:00:00 a. m.,No
22477,23910,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15601,17890,Persona Jurídica,,Se desconoce,24/08/2018 12:00:00 a. m.,24/08/2018 12:00:00 a. m.,No
16798,17666,Persona Jurídica,,Se desconoce,24/08/2018 12:00:00 a. m.,24/08/2018 12:00:00 a. m.,No
12960,13840,Persona Jurídica,,Se desconoce,24/08/2018 12:00:00 a. m.,24/08/2018 12:00:00 a. m.,No
15683,16521,Persona Jurídica,,Se desconoce,25/08/2018 12:00:00 a. m.,25/08/2018 12:00:00 a. m.,No
12319,13214,Persona Jurídica,,Se desconoce,25/08/2018 12:00:00 a. m.,25/08/2018 12:00:00 a. m.,No
12969,13847,Persona Jurídica,,Se desconoce,08/08/2018 12:00:00 a. m.,08/08/2018 12:00:00 a. m.,No
24124,25399,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
13879,14690,Persona Jurídica,,Se desconoce,22/02/2018 12:00:00 a. m.,22/02/2018 12:00:00 a. m.,No
12977,13852,Persona Jurídica,,Se desconoce,23/06/2017 12:00:00 a. m.,23/06/2017 12:00:00 a. m.,No
12327,13219,Persona Jurídica,,Se desconoce,25/08/2018 12:00:00 a. m.,25/08/2018 12:00:00 a. m.,No
15168,15984,Persona Jurídica,,Se desconoce,25/08/2018 12:00:00 a. m.,25/08/2018 12:00:00 a. m.,No
12330,13224,Persona Jurídica,,Se desconoce,26/08/2018 12:00:00 a. m.,26/08/2018 12:00:00 a. m.,No
14209,14959,Persona Jurídica,,Se desconoce,11/08/2018 12:00:00 a. m.,11/08/2018 12:00:00 a. m.,No
15112,15934,Persona Jurídica,,Se desconoce,14/08/2018 12:00:00 a. m.,14/08/2018 12:00:00 a. m.,No
20623,21909,Persona Jurídica,,Se desconoce,14/08/2018 12:00:00 a. m.,14/08/2018 12:00:00 a. m.,No
11084,11991,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
18124,19358,Persona Jurídica,,Se desconoce,20/08/2018 12:00:00 a. m.,20/08/2018 12:00:00 a. m.,No
12989,13859,Persona Jurídica,,Se desconoce,22/08/2018 12:00:00 a. m.,22/08/2018 12:00:00 a. m.,No
16799,17668,Persona Jurídica,,Se desconoce,08/08/2018 12:00:00 a. m.,08/08/2018 12:00:00 a. m.,No
11088,12001,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11088,11997,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11088,11998,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11088,11999,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11088,12000,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15866,16708,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15901,16747,Persona Jurídica,,Se desconoce,26/08/2018 12:00:00 a. m.,27/12/2018 12:00:00 a. m.,No
15845,16680,Persona Jurídica,,Se desconoce,17/08/2018 12:00:00 a. m.,17/08/2018 12:00:00 a. m.,No
15176,15999,Persona Jurídica,,Se desconoce,12/08/2018 12:00:00 a. m.,12/08/2018 12:00:00 a. m.,No
14421,15169,Persona Jurídica,,Se desconoce,24/08/2018 12:00:00 a. m.,24/08/2018 12:00:00 a. m.,No
13132,13997,Persona Jurídica,,Se desconoce,24/08/2018 12:00:00 a. m.,24/08/2018 12:00:00 a. m.,No
13111,13976,Persona Jurídica,,Se desconoce,23/08/2018 12:00:00 a. m.,23/08/2018 12:00:00 a. m.,No
19138,20435,Persona Jurídica,,Se desconoce,04/08/2018 12:00:00 a. m.,04/08/2018 12:00:00 a. m.,No
15795,16633,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
14387,15135,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
18395,19662,Persona Física,Directa,Hombre,03/07/2018 12:00:00 a. m.,03/07/2018 12:00:00 a. m.,No
23115,24314,Persona Jurídica,,Se desconoce,06/04/2018 12:00:00 a. m.,06/04/2018 12:00:00 a. m.,No
14427,15173,Persona Jurídica,,Se desconoce,25/08/2018 12:00:00 a. m.,25/08/2018 12:00:00 a. m.,No
16065,16935,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
19769,21075,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
14207,14958,Persona Jurídica,,Se desconoce,24/08/2018 12:00:00 a. m.,24/08/2018 12:00:00 a. m.,No
17062,17968,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15451,16287,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
17075,17992,Persona Jurídica,,Se desconoce,27/08/2018 12:00:00 a. m.,27/08/2018 12:00:00 a. m.,No
14430,15179,Persona Jurídica,,Se desconoce,28/08/2018 12:00:00 a. m.,28/08/2018 12:00:00 a. m.,No
15440,16279,Persona Jurídica,,Se desconoce,28/08/2018 12:00:00 a. m.,28/08/2018 12:00:00 a. m.,No
15607,16447,Persona Jurídica,,Se desconoce,02/08/2018 12:00:00 a. m.,02/08/2018 12:00:00 a. m.,No
15507,16344,Persona Jurídica,,Se desconoce,28/08/2018 12:00:00 a. m.,28/08/2018 12:00:00 a. m.,No
19833,21135,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
16107,16975,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
13402,14236,Persona Jurídica,,Se desconoce,31/03/2018 12:00:00 a. m.,31/03/2018 12:00:00 a. m.,No
11096,16955,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
12266,13191,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
16223,17102,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
16296,17154,Persona Jurídica,,Se desconoce,03/08/2018 12:00:00 a. m.,02/08/2019 12:00:00 a. m.,No
16094,16966,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
17327,18269,Persona Jurídica,,Se desconoce,29/08/2018 12:00:00 a. m.,29/08/2018 12:00:00 a. m.,No
17139,18059,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
17146,18064,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
17153,18071,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
22668,23828,Persona Jurídica,,Se desconoce,17/08/2018 12:00:00 a. m.,17/08/2018 12:00:00 a. m.,No
16646,17497,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15569,16409,Persona Jurídica,,Se desconoce,11/08/2018 12:00:00 a. m.,11/08/2018 12:00:00 a. m.,No
11260,12172,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
17611,18627,Persona Jurídica,,Se desconoce,27/08/2018 12:00:00 a. m.,27/08/2018 12:00:00 a. m.,No
10533,18464,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
19990,21292,Persona Jurídica,,Se desconoce,26/08/2018 12:00:00 a. m.,26/08/2018 12:00:00 a. m.,No
22050,23271,Persona Jurídica,,Se desconoce,29/08/2018 12:00:00 a. m.,29/08/2018 12:00:00 a. m.,No
11090,12087,Persona Jurídica,,Se desconoce,19/02/2016 12:00:00 a. m.,19/02/2016 12:00:00 a. m.,No
18316,19559,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15655,16499,Persona Jurídica,,Se desconoce,29/08/2018 12:00:00 a. m.,29/08/2018 12:00:00 a. m.,No
17141,18062,Persona Jurídica,,Se desconoce,29/08/2018 12:00:00 a. m.,29/08/2018 12:00:00 a. m.,No
16140,17004,Persona Jurídica,,Se desconoce,31/03/2018 12:00:00 a. m.,31/03/2018 12:00:00 a. m.,No
14768,15550,Persona Jurídica,,Se desconoce,29/08/2018 12:00:00 a. m.,29/08/2018 12:00:00 a. m.,No
15445,16285,Persona Jurídica,,Se desconoce,29/08/2018 12:00:00 a. m.,29/08/2018 12:00:00 a. m.,No
15817,16657,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
15790,16627,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
17861,18997,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
24122,25394,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
14437,15185,Persona Jurídica,,Se desconoce,31/08/2018 12:00:00 a. m.,31/08/2018 12:00:00 a. m.,No
24119,25392,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
24700,26034,Persona Jurídica,,Se desconoce,30/08/2018 12:00:00 a. m.,03/06/2019 12:00:00 a. m.,No
18669,19911,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
16957,17846,Persona Jurídica,,Se desconoce,31/05/2017 12:00:00 a. m.,31/05/2017 12:00:00 a. m.,No
14428,15176,Persona Jurídica,,Se desconoce,29/08/2018 12:00:00 a. m.,29/08/2018 12:00:00 a. m.,No
21739,22968,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
21741,22969,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
18183,19412,Persona Jurídica,,Se desconoce,01/09/2018 12:00:00 a. m.,01/09/2018 12:00:00 a. m.,No
15383,16209,Persona Jurídica,,Se desconoce,10/07/2018 12:00:00 a. m.,10/07/2018 12:00:00 a. m.,No
18701,19942,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11730,12622,Persona Jurídica,,Se desconoce,29/08/2018 12:00:00 a. m.,29/08/2018 12:00:00 a. m.,No
19275,20571,Persona Jurídica,,Se desconoce,26/08/2018 12:00:00 a. m.,26/08/2018 12:00:00 a. m.,No
13619,14437,Persona Jurídica,,Se desconoce,01/09/2018 12:00:00 a. m.,01/09/2018 12:00:00 a. m.,No
24520,25793,Persona Jurídica,,Se desconoce,01/09/2018 12:00:00 a. m.,07/11/2018 12:00:00 a. m.,No
12131,13014,Persona Jurídica,,Se desconoce,01/09/2018 12:00:00 a. m.,01/09/2018 12:00:00 a. m.,No
13458,14293,Persona Jurídica,,Se desconoce,17/02/2018 12:00:00 a. m.,17/02/2018 12:00:00 a. m.,No
11900,12880,Persona Jurídica,,Se desconoce,02/09/2018 12:00:00 a. m.,02/09/2018 12:00:00 a. m.,No
21726,22954,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
11878,12769,Persona Jurídica,,Se desconoce,03/09/2018 12:00:00 a. m.,03/09/2018 12:00:00 a. m.,No
11875,12765,Persona Jurídica,,Se desconoce,04/09/2018 12:00:00 a. m.,04/09/2018 12:00:00 a. m.,No
11859,12750,Persona Jurídica,,Se desconoce,04/09/2018 12:00:00 a. m.,04/09/2018 12:00:00 a. m.,No
11869,12759,Persona Jurídica,,Se desconoce,04/09/2018 12:00:00 a. m.,04/09/2018 12:00:00 a. m.,No
16587,17443,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
16587,17444,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
14827,15616,Persona Jurídica,,Se desconoce,04/09/2018 12:00:00 a. m.,04/09/2018 12:00:00 a. m.,No
22640,23806,Persona Jurídica,,Se desconoce,05/09/2018 12:00:00 a. m.,17/12/2018 12:00:00 a. m.,No
16705,17573,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
20624,21911,Persona Jurídica,,Se desconoce,05/09/2018 12:00:00 a. m.,05/09/2018 12:00:00 a. m.,No
14584,15330,Persona Jurídica,,Se desconoce,05/09/2018 12:00:00 a. m.,05/09/2018 12:00:00 a. m.,No
11736,12628,Persona Jurídica,,Se desconoce,06/09/2018 12:00:00 a. m.,06/09/2018 12:00:00 a. m.,No
10534,18472,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
