IdSentenciado,aniosPrision,mesesPrision,diasPrision,bReparacion,bReparacionDefinir,bDecomiso,sBienesDecomisados,bBeneficioCondicional,bSustitutivoPena
20304,5.00,5.00,10.00,No,No,Si,El material bélico afecto.,No,No
20308,1.00,6.00,0.00,No,No,Si,arma,Si,Si
20316,2.00,0.00,0.00,No,No,Si,arma de fuego,Si,Si
20317,5.00,6.00,0.00,No,No,Si,El material bélico afecto.,No,No
20318,2.00,3.00,0.00,No,No,Si,Arma,Si,Si
20320,4.00,0.00,0.00,No,No,Si,El narcótico afecto.,No,Si
20321,3.00,0.00,0.00,No,No,Si,Psicotropico,Si,Si
20323,4.00,9.00,17.00,No,No,Si,El material bélico afecto.,No,No
20324,4.00,9.00,17.00,No,No,Si,El material bélico afecto.,No,No
20325,1.00,6.00,0.00,No,No,Si,Arma,No,Si
20326,4.00,0.00,0.00,No,No,Si,Arma,Si,Si
20327,1.00,7.00,6.00,No,No,Si,El arma de fuego afecta.,No,Si
20330,3.00,0.00,0.00,No,No,Si,Arma,Si,Si
20331,4.00,0.00,0.00,No,No,Si,Combustible,No,No
20332,4.00,0.00,0.00,No,No,Si,Combustible,No,No
20333,4.00,0.00,0.00,No,No,Si,Combustible,No,No
20334,4.00,0.00,0.00,No,No,Si,Combustible,No,No
20335,4.00,0.00,0.00,No,No,Si,Combustible,No,No
20338,4.00,0.00,20.00,No,No,Si,El material bélico afecto.,Si,Si
20339,4.00,0.00,0.00,No,No,Si,El material bélico afecto.,Si,Si
20341,4.00,0.00,0.00,No,No,Si,El material bélico afecto.,Si,Si
20342,4.00,0.00,0.00,No,No,Si,El material bélico afecto.,Si,Si
20344,7.00,6.00,0.00,No,No,Si,El narcótico afecto.,No,No
20348,3.00,6.00,0.00,No,No,Si,Arma y cartuchos,Si,Si
20349,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20350,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20351,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20352,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20354,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20355,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20356,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20357,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20358,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20359,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20360,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20361,3.00,7.00,6.00,No,No,Si,El material bélico afecto.,No,No
20362,3.00,0.00,0.00,No,No,Si,Arma y cartuchos,Si,Si
20364,0.00,10.00,0.00,No,No,Si,El material bélico afecto.,Si,Si
20365,8.00,0.00,0.00,No,No,Si,Narcótico asegurado,No,No
20366,2.00,4.00,24.00,No,No,Si,El material bélico afecto.,No,Si
20367,3.00,2.00,0.00,No,No,Si,Narcótico asegurado,Si,Si
20373,7.00,6.00,0.00,No,No,Si,El narcótico afecto.,No,No
20374,2.00,9.00,0.00,No,No,Si,acta constitutiva de dieciséis de febrero de dos mil dieciséis,Si,Si
20375,2.00,3.00,0.00,No,No,Si,El material bélico afecto.,Si,Si
20376,2.00,8.00,0.00,Si,No,Si,trece contenedores de veinte litros y un contenedor de cincuenta litros,Si,Si
20377,3.00,5.00,18.00,No,No,Si,El material bélico afecto.,Si,Si
20378,2.00,9.00,0.00,No,No,Si,Arma de fuego asegurada,Si,No
20379,2.00,4.00,24.00,No,No,Si,El material bélico afecto.,Si,Si
20380,2.00,8.00,0.00,Si,No,Si,veinte contenedores con capacidad aproximada de veinte litros cada uno,Si,Si
20381,4.00,0.00,0.00,Si,No,Si,dos contenedores afectos,Si,Si
20382,4.00,0.00,0.00,Si,No,Si,dos contenedores afectos,Si,Si
20383,1.00,7.00,1.00,No,No,Si,El material bélico afecto.,No,Si
20385,3.00,4.00,12.00,No,No,Si,El material bélico asegurado.,Si,Si
20386,2.00,8.00,0.00,Si,No,Si,tres tambos de plástico,Si,Si
20387,3.00,4.00,12.00,No,No,Si,El armamento asegurado.,Si,Si
20391,2.00,4.00,24.00,No,No,Si,El arma de fuego y cartuchos.,No,Si
20394,3.00,6.00,0.00,No,No,Si,Arma de fuego y cartuchos,Si,Si
20395,8,3,28,No,No,Si,El narcótico afecto.,No,No
20403,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,Si,Si
20406,2.00,6.00,0.00,No,No,Si,Arma de fuego  y cargador,Si,Si
20407,2.00,7.00,15.00,No,No,Si,El arma de fuego afecta.,No,No
20408,1.00,6.00,0.00,No,No,Si,ARMA,Si,Si
20410,2.00,6.00,0.00,No,No,Si,Arma de fuego y cargador,Si,Si
20413,1.00,6.00,0.00,No,No,Si,ARMA,Si,Si
20417,3.00,0.00,0.00,No,No,Si,Arma de fuego y cartucho,Si,Si
20418,6,8,18,No,No,Si,armas y cartuchos ,No,No
20419,6,8,18,No,No,Si,armas y cartuchos ,No,No
20420,3.00,0.00,0.00,No,No,Si,Arma de fuego,Si,Si
20422,6.00,8.00,0.00,No,No,Si,treinta y dos costales con cannabis sativa l. comúnmente conocida como marihuana con peso neto de 312 kilos con 404 gramos,No,No
20434,2.00,3.00,0.00,No,No,Si,un arma de fuego marca Star calibre 38 mm con cargador de metal abastecido con siete cartuchos útiles del mismo calibre; y un arma de fuego con cachas de color negra marca Pietro Beretta calibre 9 mm con un cargador abastecido con doce cartuchos útiles del mismo calibre,Si,Si
20436,2.00,6.00,0.00,No,No,Si,arma de fuego tipo pistola calibre 9 milímetros,No,No
20441,3.00,0.00,0.00,No,No,Si,tipo pistola negra marca IMI calibre 9 mm Parabellum con un cargador desabastecido,Si,Si
20446,2.00,6.00,0.00,No,No,Si,arma de fuego tipo pistola calibre .40,Si,No
20448,6.00,8.00,0.00,No,No,Si,NARCOTICO ,No,No
20449,3.00,9.00,0.00,No,No,Si,Narcotico,Si,Si
20451,2.00,3.00,0.00,No,No,Si,un arma de fuego corta semiautomática calibre 9 mm color negro con cargador metálico y trece cartuchos útiles,Si,Si
20452,8.00,0.00,0.00,No,No,Si,NARCOTICO ,No,No
20453,2.00,8.00,0.00,No,No,Si,OBJETO BELICO ,Si,Si
20454,4.00,0.00,0.00,No,No,Si,Metanfetamina,Si,Si
20458,2.00,3.00,0.00,No,No,Si,Arma,Si,Si
20460,2.00,6.00,0.00,No,No,Si,un arma de fuego tipo pistola calibre 9 milímetros,Si,Si
20461,1.00,6.00,0.00,No,No,Si,Arma de fuego,Si,Si
20463,2.00,4.00,24.00,No,No,Si,Arma de fuego ,Si,Si
20466,2.00,6.00,0.00,No,No,Si,arma de fuego tipo pistola calibre .38 súper,Si,Si
20474,2.00,6.00,0.00,No,No,Si,arma de fuego,Si,Si
20476,3.00,4.00,0.00,No,No,Si,una caja de cartón con la leyenda "Estafeta" con una bolsa de plástico con clorhidrato de metanfetamina con peso neto de 63.2 gramos,No,No
20477,3.00,4.00,0.00,No,No,Si,una caja de cartón con la leyenda "Estafeta" con una bolsa de plástico con clorhidrato de metanfetamina con peso neto de 63.2 gramos,No,No
20478,3.00,4.00,0.00,No,No,Si,una caja de cartón con la leyenda "Estafeta" con una bolsa de plástico con clorhidrato de metanfetamina con peso neto de 63.2 gramos,No,No
20479,3.00,4.00,0.00,No,No,Si,una caja de cartón con la leyenda "Estafeta" con una bolsa de plástico con clorhidrato de metanfetamina con peso neto de 63.2 gramos,No,No
20481,2.00,0.00,0.00,No,No,Si,Material Bélico arma de fuego,Si,Si
20482,7.00,6.00,0.00,No,No,Si,NARCOTICO ,No,No
20487,1.00,11.00,0.00,No,No,Si,cartuchos asegurados,No,No
20489,2.00,6.00,0.00,No,No,Si,Arma de fuego,Si,Si
20491,2.00,9.00,0.00,No,No,Si,Arma de fuego,Si,Si
20492,2.00,8.00,0.00,No,No,Si,Cartuchos,Si,No
20494,1.00,11.00,0.00,No,No,Si,arma de fuego afecta,Si,No
20495,2.00,0.00,0.00,No,No,Si,Arma,Si,Si
20497,4.00,8.00,0.00,No,No,Si,arma de fuego asegurado,No,No
20505,5.00,0.00,0.00,No,No,Si,solamente del arma de fuego asegurada,No,No
20508,2.00,6.00,0.00,No,No,Si,arma de fuego calibre 9 milímetros Parabellum ,Si,No
20509,3.00,4.00,0.00,No,No,Si,Psicotropicos,Si,Si
20510,2.00,6.00,0.00,No,No,Si,arma de fuego calibre 9 milímetros Parabellum ,Si,No
20516,4,0,0,No,No,Si,artefactos bélicos asegurados,No,No
20518,5.00,7.00,15.00,No,No,Si,materia bélico y narcótico,No,No
20521,5.00,7.00,15.00,No,No,Si,material bélico,No,No
20524,2.00,6.00,0.00,No,No,Si,material belico,Si,Si
20525,2.00,6.00,0.00,No,No,Si,Arma,Si,Si
20528,2.00,7.00,15.00,No,No,Si,Material bélico,Si,Si
20530,2.00,7.00,15.00,No,No,Si,Material bélico,Si,Si
20531,2.00,7.00,15.00,No,No,Si,Material bélico,Si,Si
20538,1.00,8.00,0.00,No,No,Si,Arma de fuego,Si,Si
20544,2.00,4.00,24.00,No,No,Si,material bélico ,No,Si
20545,3.00,2.00,12.00,No,No,Si,Material bélico ,No,Si
20551,4.00,0.00,0.00,No,No,Si,Narcótico,Si,Si
20552,2.00,0.00,0.00,No,No,Si,Arma de Fuego,Si,Si
20553,4.00,2.00,0.00,No,No,Si,Narcótico,Si,Si
20555,2.00,8.00,0.00,No,No,Si,ARMA DE FUEGO,No,Si
20558,4.00,0.00,0.00,No,No,Si,Arma de fuego,Si,Si
20559,4.00,0.00,0.00,No,No,Si,Material bélico ,No,No
20562,5.00,0.00,0.00,No,No,Si,Armas y cartuchos,No,No
20568,2.00,9.00,0.00,No,No,Si,Arma y cartucho,Si,Si
20573,2.00,6.00,0.00,No,No,Si,arma de fuego,Si,Si
20574,3.00,11.00,0.00,No,No,Si,Arma de fuego,Si,Si
20576,7.00,4.00,0.00,No,No,Si,Evidencia material,No,No
20578,9.00,2.00,0.00,No,No,Si,Evidencia material,No,No
20579,8.00,3.00,0.00,No,No,Si,Evidencia material,No,No
20581,2.00,0.00,0.00,No,No,Si,arma de fuego,No,Si
20584,2.00,6.00,0.00,No,No,Si,un arma de fuego tipo revolver calibre .38 especial,No,No
20586,2.00,6.00,0.00,No,No,Si,un arma de fuego tipo revolver calibre .38 especial,No,No
20588,1.00,4.00,0.00,No,No,Si,Arma de fuego,Si,Si
20591,3.00,0.00,0.00,No,No,Si,narcoticos,No,Si
20601,1.00,4.00,0.00,No,No,Si,Arma de fuego,Si,Si
20602,2.00,0.00,0.00,No,No,Si,arma,No,Si
20609,3.00,6.00,0.00,No,No,Si,Objetos del delito,Si,Si
20611,3.00,6.00,0.00,No,No,Si,Objeto del delito,Si,Si
20615,1.00,6.00,0.00,No,No,Si,Arma,No,No
20616,4.00,0.00,0.00,No,No,Si,4 armas de fuego ,Si,Si
20617,4.00,0.00,0.00,No,No,Si,4 armas de fuego ,Si,Si
20618,4.00,0.00,0.00,No,No,Si,4 armas de fuego ,Si,Si
20619,4.00,0.00,0.00,No,No,Si,4 armas de fuego ,Si,Si
20621,2.00,6.00,0.00,No,No,Si,Arma,Si,No
20622,4.00,0.00,0.00,No,No,Si,arma de fuego tipo escopeta ,Si,Si
20624,2.00,6.00,0.00,No,No,Si,ARMA,Si,Si
20628,2.00,2.00,20.00,No,No,Si,narcótico y cartuchos ,Si,Si
20630,2.00,0.00,0.00,No,No,Si,Arma,Si,Si
20631,2.00,2.00,20.00,No,No,Si,narcótico y cartuchos,Si,Si
20632,2.00,2.00,20.00,No,No,Si,narcótico y cartuchos,Si,Si
20634,4.00,0.00,0.00,No,No,Si,narcótico afecto a la causa ,Si,Si
20635,4.00,0.00,0.00,No,No,Si,narcótico afecto a la causa ,Si,Si
20640,3.00,6.00,0.00,No,No,Si,METANFETAMINA,Si,Si
20643,2.00,3.00,0.00,No,No,Si,armas afectas a la causa ,Si,Si
20645,2.00,0.00,0.00,No,No,Si,Se decomiso el artefacto bélico.,Si,Si
20646,2.00,0.00,0.00,No,No,Si,material bélico afecto a  la causa,Si,Si
20650,2.00,6.00,0.00,No,No,Si,ARMA DE FUEGO,No,Si
20654,2.00,8.00,0.00,No,No,Si,Armas y cartuchos,Si,Si
20658,2.00,0.00,0.00,No,No,Si,Se decomisó artefacto bélico afecto.,Si,Si
20667,2.00,8.00,0.00,No,No,Si,cédula profesional 8844132,Si,Si
20673,3.00,2.00,0.00,No,No,Si,certificado de bachillerato con folio G1033467,Si,Si
20678,8.00,0.00,0.00,No,No,Si,Se decomisó el narcótico y vehículo afecto.,No,No
20690,2.00,6.00,0.00,No,No,Si,pistola calibre .38 súper marca Llama matrícula 272550 con cargador color negro abastecido con nueve cartuchos útiles calibre .9mm,Si,Si
20693,3.00,8.00,0.00,No,No,Si,Metanfetamina y báscula,Si,No
20697,1.00,11.00,0.00,No,No,Si,Arma de fuego,Si,Si
20703,2.00,0.00,0.00,No,No,Si,Arma de fuego,Si,No
20706,2.00,6.00,0.00,No,No,Si,arma de fuego tipo pistola ,Si,Si
20711,2.00,9.00,0.00,No,No,Si,arma,Si,No
20713,3.00,4.00,0.00,No,No,Si,narcótico,Si,No
20722,3.00,9.00,0.00,No,No,Si,narcótico,Si,No
20725,3.00,9.00,0.00,No,No,Si,narcótico,Si,No
20727,3.00,9.00,0.00,No,No,Si,narcótico,Si,No
20729,3.00,3.00,0.00,No,No,Si,Arma de fuego ,No,No
20730,3.00,8.00,0.00,No,No,Si,vehículo ,Si,No
20731,3.00,9.00,0.00,No,No,Si,narcótico,Si,No
20733,2.00,2.00,20.00,No,No,Si,Arma de fuego,Si,Si
20738,3.00,0.00,0.00,No,No,Si,BUPRENORFINA,Si,Si
20739,6.00,0.00,0.00,No,No,Si,Escalera.,No,No
20740,2.00,11.00,0.00,No,No,Si,Arma,Si,Si
20742,6.00,0.00,0.00,No,No,Si,Una escalera,No,No
20743,2.00,11.00,0.00,No,No,Si,Arma,Si,Si
20745,3.00,9.00,0.00,No,No,Si,narcótico,No,No
20746,2.00,11.00,0.00,No,No,Si,Arma,Si,Si
20748,3.00,9.00,0.00,No,No,Si,narcótico,Si,No
20750,2.00,11.00,0.00,No,No,Si,Arma,Si,Si
20753,6.00,0.00,0.00,No,No,Si,Una escalera.,No,No
20762,3.00,0.00,0.00,No,No,Si,objetos bélicos,Si,No
20763,3.00,0.00,0.00,No,No,Si,objetos bélicos,Si,No
20766,3.00,9.00,0.00,No,No,Si,ciento un piezas con apariencia de billetes con denominación de cien pesos,Si,Si
20767,3.00,0.00,0.00,No,No,Si,ciento un piezas con apariencia de billetes con denominación de cien pesos,Si,Si
20776,2.00,11.00,0.00,No,No,Si,Arma de fuego,Si,No
20778,2.00,11.00,0.00,No,No,Si,Arma de fuego,Si,No
20779,3.00,8.00,0.00,No,No,Si,Armas de fuego,Si,No
20784,2.00,11.00,0.00,No,No,Si,Arma de fuego,No,No
20788,3.00,0.00,0.00,No,No,Si,de los psicotrópicos ,Si,Si
20790,4.00,0.00,0.00,No,No,Si,dos armas,Si,No
20793,6.00,8.00,0.00,No,No,Si,estupefaciente objeto del delito consistente en 4985 gramos de marihuana que se encontraba confeccionada en un paquete y la maleta color negro ,No,No
20798,4.00,0.00,0.00,No,No,Si,Pastillas de clonazepam,Si,Si
20803,3.00,9.00,0.00,No,No,Si,arma de fuego,No,No
20804,2.00,6.00,0.00,No,No,Si,Arma de fuego.,No,No
20805,0.00,9.00,0.00,No,No,Si,Metanfetamina.,No,No
20812,4.00,6.00,0.00,No,No,Si,arma de fuego,No,Si
20814,3.00,4.00,0.00,No,No,Si,arma de fuego y licencia apócrifa ,Si,No
20825,2.00,6.00,0.00,No,No,Si,arma de fuego,No,No
20829,2.00,6.00,0.00,No,No,Si,arma de fuego,No,No
20832,2.00,6.00,0.00,No,No,Si,armas,Si,Si
20834,5.00,9.00,3.00,No,No,Si,Arma,No,No
20842,2.00,3.00,0.00,No,No,Si,arma tipo escudra,Si,Si
20847,2.00,2.00,0.00,No,No,Si,Arma,No,No
20850,3.00,9.00,0.00,No,No,Si,arma de fuego,No,Si
20854,1.00,6.00,0.00,No,No,Si,Arma,No,No
20855,4.00,6.00,0.00,No,No,Si,Cannabis Sativa L.,No,No
20856,2.00,3.00,0.00,No,No,Si,arma de fuego tipo revolver ,Si,Si
20857,4.00,6.00,0.00,No,No,Si,Cannabis Sativa L.,No,No
20860,2.00,0.00,0.00,No,No,Si,Arma de fuego,Si,Si
20862,2.00,6.00,0.00,No,No,Si,arma de fuego,No,Si
20869,2.00,0.00,0.00,No,No,Si,Arma,Si,Si
20871,3.00,0.00,0.00,No,No,Si,ARMAS Y CARTUCHOS,Si,No
20872,4.00,0.00,0.00,No,No,Si,un kilo veintidós gramos de clorhidrato de cocaína,No,No
20874,4.00,0.00,0.00,No,No,Si,un kilo veintidós gramos de clorhidrato de cocaína,No,No
20876,2.00,11.00,0.00,No,No,Si,Arma de fuego.,Si,Si
20877,2.00,6.00,0.00,No,No,Si,armas,Si,Si
20878,3.00,6.00,0.00,No,No,Si,arma de fuego,No,Si
20880,3.00,0.00,0.00,No,No,Si,Psicotrópico,Si,Si
20885,2.00,3.00,0.00,No,No,Si,armas,Si,Si
20886,2.00,3.00,0.00,No,No,Si,armas,Si,Si
20887,2.00,0.00,0.00,No,No,Si,arma,Si,Si
20889,2.00,7.00,0.00,No,No,Si,Arma,Si,Si
20892,3.00,6.00,0.00,No,No,Si,narcotico,Si,No
20895,4.00,0.00,0.00,No,No,Si,Arma,Si,Si
20896,2.00,3.00,0.00,No,No,Si,arma,Si,Si
20897,2.00,6.00,0.00,No,No,Si,Arma,Si,No
20898,1.00,0.00,0.00,No,No,Si,cartuchos,Si,No
20900,2.00,6.00,0.00,No,No,Si,arma,No,Si
20902,2.00,3.00,0.00,No,No,Si,arma,Si,Si
20903,2.00,0.00,0.00,No,No,Si,arma de fuego,No,Si
20906,8.00,0.00,0.00,No,No,Si,una bolsa que contenía 125.7 gr de metanfetamina,No,No
20907,3.00,0.00,0.00,No,No,Si,artefacto bélico,Si,No
20908,2.00,11.00,0.00,No,No,Si,Arma de fuego.,Si,No
20910,2.00,6.00,0.00,No,No,Si,arma,Si,Si
20911,2.00,3.00,0.00,No,No,Si,arma,No,Si
20912,3.00,0.00,0.00,No,No,Si,psicotropico,Si,Si
20914,2.00,6.00,0.00,No,No,Si,arma de fuego,Si,Si
20915,5.00,0.00,0.00,No,No,Si,narcótico,No,No
20917,3.00,0.00,0.00,No,No,Si,artefacto bélico,Si,No
20919,3.00,9.00,0.00,No,No,Si,armas,Si,No
20923,2.00,6.00,0.00,No,No,Si,Arma,Si,Si
20924,2.00,6.00,0.00,No,No,Si,Arma,Si,Si
20926,4.00,0.00,0.00,No,No,Si,artefactos bélicos,Si,No
20928,4.00,0.00,0.00,No,No,Si,narcótico,Si,No
20932,2.00,3.00,0.00,No,No,Si,arma de fuego ,No,No
20935,10.00,0.00,0.00,No,No,Si,narcótico,No,No
20936,1.00,7.00,6.00,No,No,Si,Arma,Si,Si
20937,2.00,3.00,0.00,No,No,Si,arma,Si,Si
20939,2.00,8.00,0.00,No,No,Si,arma,No,No
20941,6.00,8.00,0.00,No,No,Si,cocaina,No,No
20942,2.00,6.00,0.00,No,No,Si,arma,Si,Si
20948,4.00,0.00,0.00,No,No,Si,Se decomisó el narcótico afecto.,Si,No
20951,2.00,1.00,0.00,No,No,Si,armas ,Si,Si
20952,2.00,1.00,0.00,No,No,Si,armas,Si,Si
20955,1.00,8.00,0.00,No,No,Si,Arma de fuego,Si,Si
20956,2.00,0.00,0.00,No,No,Si,Arma,Si,Si
20957,2.00,6.00,0.00,No,No,Si,Arma,Si,Si
20959,2.00,0.00,0.00,No,No,Si,arma,Si,Si
20961,3.00,11.00,0.00,No,No,Si,Metanfetamina,Si,Si
20962,2.00,0.00,0.00,No,No,Si,Arma de Fuego,Si,Si
20965,2.00,8.00,0.00,No,No,Si,Psicotrópico,Si,Si
20967,2.00,0.00,0.00,No,No,Si,arma,Si,Si
20969,3.00,6.00,0.00,No,No,Si,Hidrocarburo,Si,Si
20970,3.00,0.00,0.00,No,No,Si,artefacto bélico,Si,No
20974,3.00,9.00,0.00,No,No,Si,ARMAS,Si,Si
20976,3.00,0.00,0.00,No,No,Si,narcótico,Si,No
20977,2.00,2.00,0.00,No,No,Si,Arma,Si,Si
20978,3.00,9.00,0.00,No,No,Si,ARMAS,Si,Si
20979,3.00,9.00,0.00,No,No,Si,ARMAS,Si,Si
20981,3.00,0.00,0.00,No,No,Si,artefactos bélicos,Si,No
20982,4.00,6.00,0.00,No,No,Si,Cannabis Sativa L.,No,No
20983,4.00,6.00,0.00,No,No,Si,Cannabis Sativa L.,No,No
20985,4.00,6.00,0.00,No,No,Si,Cannabis Sativa L.,No,No
20986,4.00,6.00,0.00,No,No,Si,Cannabis Sativa L.,No,No
20987,4.00,6.00,0.00,No,No,Si,Cannabis Sativa L.,No,No
20988,2.00,6.00,0.00,No,No,Si,COCAINA,Si,Si
20989,1.00,7.00,0.00,No,No,Si,Arma,Si,Si
20992,3.00,0.00,0.00,No,No,Si,arma,Si,Si
20993,0.00,8.00,0.00,No,No,Si,cuatro envoltorios con 0.1719 gr de heroína ,No,No
20994,2.00,11.00,0.00,No,No,Si,Arma de fuego,Si,Si
20997,4.00,0.00,0.00,No,No,Si,73.565 kg de marihuana,Si,No
20998,1.00,8.00,0.00,No,No,Si,Un arma,No,No
21000,4.00,0.00,0.00,No,No,Si,73.565 kg de marihuana,Si,No
21005,3.00,4.00,0.00,No,No,Si,material bélico afectos a la causa,Si,Si
21007,2.00,8.00,0.00,No,No,Si,Psicotrópico,Si,Si
21011,2.00,0.00,0.00,No,No,Si,Arma,Si,No
21013,2.00,11.00,0.00,No,No,Si,Arma de fuego.,Si,Si
21015,3.00,6.00,0.00,No,No,Si,NARCÓTICO,Si,No
21016,3.00,6.00,0.00,No,No,Si,NARCÓTICO,Si,No
21018,3.00,3.00,22.00,No,No,Si,un envoltorio con 0.2 gr de metanfetamina y un blíster con 4 tabletas de alprazolam,No,No
21019,2.00,6.00,0.00,No,No,Si,arma de fuego afecta,Si,Si
21020,3.00,0.00,0.00,No,No,Si, destrucción  del narcótico,Si,Si
21021,3.00,0.00,0.00,No,No,Si,un envoltorio con 50.1 gr de metanfetamina,Si,No
21023,4.00,0.00,0.00,No,No,Si,ARMAS,Si,No
21026,2.00,8.00,0.00,No,No,Si,decretó el decomiso y se ordenó la destrucción  del documento ,Si,Si
21030,2.00,8.00,0.00,No,No,Si,pastillas,Si,No
21031,2.00,8.00,0.00,No,No,Si,Psicotrópico,Si,Si
21038,3.00,4.00,0.00,No,No,Si,Se decretó el decomiso de los objetos bélicos,Si,Si
21040,3.00,11.00,0.00,No,No,Si,Metanfetamina,Si,No
21041,3.00,11.00,0.00,No,No,Si,metanfetamina,Si,No
21042,4.00,0.00,0.00,No,No,Si,18.478 kg de marihuana ,Si,No
21043,2.00,8.00,0.00,No,No,Si,Se decretó el decomiso y se ordenó la destrucción  del documento afecto a la causa que constituye el objeto material del delito.,Si,Si
21045,2.00,0.00,0.00,No,No,Si,Arma,Si,Si
21050,2.00,8.00,0.00,No,No,Si,clonazepam,Si,No
21051,1.00,8.00,0.00,No,No,Si,OBJETO BELICO ,Si,Si
21052,2.00,10.00,0.00,No,No,Si,Psicotrópico,Si,Si
21053,2.00,0.00,0.00,No,No,Si, material bélico afecto a  la causa.,Si,Si
21054,1.00,2.00,0.00,No,No,Si,NARCOTICO,No,No
21060,3.00,0.00,0.00,No,No,Si,Psicotrópico,No,No
21062,3.00,6.00,0.00,No,No,Si,Droga asegurada,Si,Si
21063,2.00,6.00,0.00,No,No,Si,MATERIAL BÉLICO,Si,No
21065,0.00,9.00,0.00,No,No,Si,77 cartuchos calibre .40,Si,No
21066,1.00,6.00,0.00,No,No,Si,Material bélico afecto a  la causa.,No,No
21067,2.00,0.00,0.00,No,No,Si,OBJETO BELICO ,Si,Si
21068,2.00,0.00,0.00,No,No,Si,OBJETO BELICO ,Si,Si
21070,3.00,3.00,0.00,No,No,Si,Droga asegurada,Si,Si
21071,4.00,0.00,0.00,No,No,Si,47.78 gr de metanfetamina,No,No
21072,5.00,4.00,0.00,No,No,Si,Hidrocarburo,No,No
21074,2.00,8.00,0.00,No,No,Si,Arma de fuego ,Si,No
21075,2.00,0.00,0.00,No,No,Si,OBJETO BELICO ,Si,Si
21076,1.00,6.00,0.00,No,No,Si,Arma,Si,Si
21077,2.00,3.00,0.00,No,No,Si,narcótico,Si,No
21078,2.00,8.00,0.00,No,No,Si,Se decretó el decomiso y se ordenó la destrucción  del documento afecto a la causa que constituye el objeto material del delito.,Si,Si
21080,1.00,3.00,0.00,No,No,Si,aseguramiento y se ordenó la  devolución de la chamarra con logos de Policía Federal a quien  acredite tener la propiedad de la misma; respecto de la playera  negra con mangas largas se ordenó su destrucción en virtud de  no haberse acreditado que constituye una prenda oficial,Si,Si
21083,1.00,4.00,0.00,No,No,Si,OBJETO BELICO ,Si,Si
21084,2.00,6.00,0.00,No,No,Si,ARMA Y CARTUCHOS,Si,No
21085,2.00,6.00,0.00,No,No,Si,Un arma de fuego,Si,Si
21088,2.00,8.00,0.00,No,No,Si,Psicotrópico,Si,Si
21091,2.00,8.00,0.00,No,No,Si,Se decretó el decomiso y se ordenó la destrucción  del documento afecto a la causa que constituye el objeto material  del delito.,Si,Si
21093,2.00,8.00,0.00,No,No,Si, documento afecto a la causa,Si,Si
21097,4.00,0.00,0.00,No,No,Si,NARCÓTICOS Y ARTEFACTOS BÉLICOS,Si,No
21101,1.00,7.00,6.00,No,No,Si,El arma de fuego afecta.,No,No
21102,2.00,8.00,0.00,No,No,Si,documento ,Si,No
21103,0,3,0,Si,No,Si,vehículo ,No,No
21104,2.00,7.00,0.00,No,No,Si,Arma,No,No
21106,2.00,0.00,0.00,No,No,Si,DATOS PERSONALES,Si,Si
21107,3.00,10.00,0.00,No,No,Si,decomiso y se ordenó la destrucción  del narcótico ,Si,Si
21109,3.00,10.00,0.00,No,No,Si,decomiso y se ordenó la destrucción  del narcótico ,Si,Si
21111,3.00,1.00,0.00,No,No,Si,Psicotrópico,Si,Si
21113,9.00,4.00,0.00,No,No,Si,Las armas de fuego y los narcóticos afectos.,No,No
21115,2.00,6.00,0.00,No,No,Si,Objeto decomisado ,Si,Si
21116,9.00,4.00,0.00,No,No,Si,Las armas de fuego y los narcóticos afectos.,No,No
21120,3.00,4.00,0.00,No,No,Si,Se decretó el decomiso del objeto (documento  público falso) y material bélico afectos a la causa.,Si,Si
21123,2.00,8.00,0.00,No,No,Si,arma de fuego,Si,No
21124,0.00,9.00,18.00,No,No,Si,El material bélico afecto.,No,No
21125,3.00,0.00,0.00,No,No,Si,psicotropicos,No,No
21127,3.00,0.00,0.00,No,No,Si,psicotropico,No,No
21129,3.00,0.00,0.00,No,No,Si,psicotropico,No,No
21132,2.00,11.00,0.00,No,No,Si,Arma de fuego,Si,Si
21133,3.00,4.00,0.00,No,No,Si,GASOLINA,Si,Si
21138,2.00,6.00,0.00,No,No,Si,MATERIAL BÉLICO,Si,No
21139,2.00,0.00,0.00,No,No,Si,Arma,Si,Si
21141,2.00,11.00,0.00,No,No,Si,Arma de fuego,Si,Si
21148,3.00,4.00,0.00,No,No,Si,pistola calibre 25 milímetros tipo escuadra marca Raven y un rifle calibre .30 milímetros el cual no se le aprecia la marca.,Si,Si
21151,2.00,6.00,0.00,No,No,Si,artefacto belico,No,Si
21156,2.00,8.00,0.00,No,No,Si,MATERIAL BELICO,Si,No
